Rider_ID,Subcounty_ID,Subcounty,Latitude,Longitude,Daily_Distance_km,Daily_Income_KES,Income_Volatility,Distance_to_BSS_km,Petrol_Daily_Cost_KES,Electric_Daily_Cost_KES,PAYG_Daily_Payment_KES,Net_Savings_KES,Default_Probability,Default_Indicator,Churn_Probability,Churn_Indicator
RID-0966,SC-MATHARE,Mathare,-1.2763685733188401,36.89564735449356,77.3,943.0,0.27,0.17,492.0,296.0,450.0,196.0,0.0174,0,0.2666,0
RID-0967,SC-MAKADARA,Makadara,-1.2900027175251927,36.83201387650396,47.3,1028.0,0.225,1.12,321.0,185.0,450.0,135.0,0.0176,0,0.2465,0
RID-0968,SC-MATHARE,Mathare,-1.2526470141401715,36.82299946984697,82.7,783.0,0.198,1.39,522.0,316.0,450.0,207.0,0.031,0,0.2837,0
RID-0969,SC-MATHARE,Mathare,-1.2474898396633793,36.882704629659784,101.4,826.0,0.09,2.47,630.0,385.0,450.0,244.0,0.0221,0,0.2883,0
RID-0970,SC-MATHARE,Mathare,-1.2718471191130412,36.86747095391912,57.9,1020.0,0.316,1.27,381.0,224.0,450.0,157.0,0.0269,0,0.3213,1
RID-0971,SC-STAREHE,Starehe,-1.2359168513249943,36.814885065914766,71.2,1221.0,0.172,0.1,457.0,273.0,450.0,183.0,0.0047,0,0.2047,0
RID-0972,SC-EMBAKASI,Embakasi,-1.331178151741132,36.92963326804925,84.9,949.0,0.117,3.72,535.0,324.0,450.0,211.0,0.0282,0,0.3437,0
RID-0973,SC-MAKADARA,Makadara,-1.2607482561893841,36.860073913436956,98.8,953.0,0.24,0.44,615.0,376.0,450.0,239.0,0.0146,0,0.2859,0
RID-0974,SC-MATHARE,Mathare,-1.239770739291833,36.89182951831062,73.3,919.0,0.148,1.25,469.0,281.0,450.0,188.0,0.0162,0,0.2379,0
RID-0975,SC-DAGORETTI,Dagoretti,-1.3078496846507677,36.734293883292644,69.6,893.0,0.221,0.6,448.0,268.0,450.0,180.0,0.0197,0,0.2476,0
RID-0976,SC-MATHARE,Mathare,-1.2353825097369053,36.89870028557417,50.5,1059.0,0.221,0.82,338.0,197.0,450.0,142.0,0.0139,0,0.2357,0
RID-0977,SC-MATHARE,Mathare,-1.248742382796513,36.84740371292996,81.6,701.0,0.187,1.14,516.0,312.0,450.0,204.0,0.0352,0,0.2645,0
RID-0978,SC-DAGORETTI,Dagoretti,-1.2532587777660111,36.73338058204376,110.6,1256.0,0.281,0.29,682.0,419.0,450.0,263.0,0.006,0,0.3199,0
RID-0979,SC-MATHARE,Mathare,-1.2667027556234292,36.87184675668979,84.2,867.0,0.144,1.08,531.0,321.0,450.0,210.0,0.0167,0,0.2404,1
RID-0980,SC-MATHARE,Mathare,-1.2289167915857044,36.88207951953105,79.7,1144.0,0.188,0.83,505.0,305.0,450.0,200.0,0.008,0,0.25,0
RID-0981,SC-MATHARE,Mathare,-1.251702689992762,36.87426577060236,84.8,746.0,0.209,1.54,535.0,324.0,450.0,211.0,0.0379,0,0.2997,0
RID-0982,SC-MAKADARA,Makadara,-1.2991297066271308,36.87116279029037,79.8,1134.0,0.239,1.54,506.0,305.0,450.0,201.0,0.0132,0,0.3126,1
RID-0983,SC-KIBRA,Kibra,-1.365591201553886,36.7790678508186,67.8,1134.0,0.268,1.68,437.0,261.0,450.0,177.0,0.0167,0,0.3224,1
RID-0984,SC-DAGORETTI,Dagoretti,-1.2881735613016643,36.72097971832761,92.3,1077.0,0.175,0.31,578.0,352.0,450.0,226.0,0.0073,0,0.2357,0
RID-0985,SC-MAKADARA,Makadara,-1.2922735336437687,36.855910575580275,83.4,801.0,0.235,0.44,526.0,319.0,450.0,208.0,0.0248,0,0.2646,0
RID-0986,SC-MATHARE,Mathare,-1.2248904860336902,36.8964603945043,80.3,1050.0,0.116,0.36,509.0,307.0,450.0,202.0,0.0066,0,0.1957,0
RID-0987,SC-STAREHE,Starehe,-1.2843161113823631,36.82198324576867,65.4,763.0,0.304,0.37,424.0,252.0,450.0,172.0,0.0401,0,0.2813,0
RID-0988,SC-MATHARE,Mathare,-1.2614789513121678,36.85596681047681,99.6,949.0,0.172,0.89,619.0,378.0,450.0,241.0,0.0127,0,0.2661,1
RID-0989,SC-MATHARE,Mathare,-1.2560995003194375,36.84983435862225,90.0,1206.0,0.255,0.79,564.0,343.0,450.0,221.0,0.0083,0,0.3004,0
RID-0990,SC-KAMUKUNJI,Kamukunji,-1.3076123066987504,36.857454224478005,71.7,1159.0,0.085,1.47,460.0,275.0,450.0,184.0,0.0062,0,0.2116,0
RID-0991,SC-KAMUKUNJI,Kamukunji,-1.2724094083155637,36.8289136848068,95.0,1003.0,0.129,0.52,593.0,362.0,450.0,231.0,0.008,0,0.2225,0
RID-0992,SC-MAKADARA,Makadara,-1.282092891384748,36.84736844541669,72.5,805.0,0.197,1.22,464.0,278.0,450.0,186.0,0.0285,0,0.2631,0
RID-0993,SC-MATHARE,Mathare,-1.2549366952392405,36.88140688025225,68.3,1129.0,0.291,2.05,440.0,263.0,450.0,178.0,0.0212,0,0.3566,0
RID-0994,SC-MATHARE,Mathare,-1.2606722512940742,36.874094818242824,68.6,1004.0,0.207,1.12,442.0,264.0,450.0,178.0,0.0157,0,0.2602,0
RID-0995,SC-MATHARE,Mathare,-1.2703285928777515,36.86107066833144,53.4,536.0,0.303,1.09,355.0,208.0,450.0,148.0,0.1053,0,0.2988,1
RID-0996,SC-KIBRA,Kibra,-1.3191171886176067,36.77006843306919,87.1,1157.0,0.196,1.48,548.0,332.0,450.0,215.0,0.0096,0,0.2916,0
RID-0997,SC-NJIRU,Njiru,-1.2535354832623156,36.90902763402272,52.5,995.0,0.198,2.48,350.0,204.0,450.0,146.0,0.0268,0,0.2955,0
RID-0998,SC-KIBRA,Kibra,-1.324823074942842,36.7793024901326,61.6,1240.0,0.109,0.3,402.0,238.0,450.0,164.0,0.0037,0,0.1735,0
RID-0999,SC-EMBAKASI,Embakasi,-1.3151235950499076,36.89517005108258,48.9,781.0,0.273,0.33,329.0,191.0,450.0,138.0,0.0355,0,0.2426,0
RID-1000,SC-MATHARE,Mathare,-1.2612352839972025,36.87458883036172,78.7,450.0,0.139,1.18,500.0,301.0,450.0,199.0,0.0631,0,0.2361,1
